"Prices","year","month","State"
10.46,2008,10,"Arizona"
9.55,2008,11,"Arizona"
9.61,2008,12,"Arizona"
9.51,2009,1,"Arizona"
9.82,2009,2,"Arizona"
9.93,2009,3,"Arizona"
10.65,2009,4,"Arizona"
11.33,2009,5,"Arizona"
11.27,2009,6,"Arizona"
11.3,2009,7,"Arizona"
11.29,2009,8,"Arizona"
11.17,2009,9,"Arizona"
10.97,2009,10,"Arizona"
9.86,2009,11,"Arizona"
9.7,2009,12,"Arizona"
9.57,2010,1,"Arizona"
9.84,2010,2,"Arizona"
9.98,2010,3,"Arizona"
10.24,2010,4,"Arizona"
11.75,2010,5,"Arizona"
11.74,2010,6,"Arizona"
11.78,2010,7,"Arizona"
11.59,2010,8,"Arizona"
11.52,2010,9,"Arizona"
10.96,2010,10,"Arizona"
10.14,2010,11,"Arizona"
10,2010,12,"Arizona"
9.84,2011,1,"Arizona"
9.93,2011,2,"Arizona"
10.25,2011,3,"Arizona"
10.97,2011,4,"Arizona"
11.77,2011,5,"Arizona"
11.77,2011,6,"Arizona"
11.85,2011,7,"Arizona"
11.67,2011,8,"Arizona"
11.53,2011,9,"Arizona"
11.08,2011,10,"Arizona"
10.31,2011,11,"Arizona"
9.98,2011,12,"Arizona"
10.01,2012,1,"Arizona"
10.26,2012,2,"Arizona"
10.44,2012,3,"Arizona"
11.17,2012,4,"Arizona"
11.88,2012,5,"Arizona"
11.9,2012,6,"Arizona"
11.86,2012,7,"Arizona"
11.83,2012,8,"Arizona"
11.66,2012,9,"Arizona"
11.36,2012,10,"Arizona"
10.73,2012,11,"Arizona"
10.41,2012,12,"Arizona"
10.25,2013,1,"Arizona"
10.69,2013,2,"Arizona"
10.87,2013,3,"Arizona"
11.73,2013,4,"Arizona"
12.16,2013,5,"Arizona"
12.15,2013,6,"Arizona"
12.47,2013,7,"Arizona"
12.28,2013,8,"Arizona"
12.17,2013,9,"Arizona"
12.01,2013,10,"Arizona"
11.02,2013,11,"Arizona"
10.97,2013,12,"Arizona"
10.83,2014,1,"Arizona"
11.13,2014,2,"Arizona"
11.22,2014,3,"Arizona"
11.88,2014,4,"Arizona"
12.52,2014,5,"Arizona"
12.36,2014,6,"Arizona"
12.46,2014,7,"Arizona"
12.36,2014,8,"Arizona"
12.3,2014,9,"Arizona"
11.9,2014,10,"Arizona"
11.08,2014,11,"Arizona"
10.85,2014,12,"Arizona"
10.99,2015,1,"Arizona"
11.52,2015,2,"Arizona"
11.46,2015,3,"Arizona"
12.21,2015,4,"Arizona"
12.64,2015,5,"Arizona"
12.71,2015,6,"Arizona"
12.78,2015,7,"Arizona"
12.59,2015,8,"Arizona"
12.69,2015,9,"Arizona"
12.16,2015,10,"Arizona"
11.24,2015,11,"Arizona"
10.7,2015,12,"Arizona"
10.9,2016,1,"Arizona"
11.46,2016,2,"Arizona"
11.75,2016,3,"Arizona"
12.36,2016,4,"Arizona"
12.94,2016,5,"Arizona"
12.54,2016,6,"Arizona"
12.7,2016,7,"Arizona"
12.56,2016,8,"Arizona"
12.77,2016,9,"Arizona"
7.68,2001,1,"Texas"
8.02,2001,2,"Texas"
8.39,2001,3,"Texas"
8.52,2001,4,"Texas"
8.91,2001,5,"Texas"
9.63,2001,6,"Texas"
9.55,2001,7,"Texas"
9.53,2001,8,"Texas"
9.27,2001,9,"Texas"
9.11,2001,10,"Texas"
8.4,2001,11,"Texas"
8.23,2001,12,"Texas"
8.11,2002,1,"Texas"
7.98,2002,2,"Texas"
7.79,2002,3,"Texas"
7.98,2002,4,"Texas"
8.15,2002,5,"Texas"
8.5,2002,6,"Texas"
8.49,2002,7,"Texas"
8.07,2002,8,"Texas"
8.04,2002,9,"Texas"
7.51,2002,10,"Texas"
7.44,2002,11,"Texas"
8.07,2002,12,"Texas"
7.71,2003,1,"Texas"
8.11,2003,2,"Texas"
9.02,2003,3,"Texas"
9.03,2003,4,"Texas"
9.35,2003,5,"Texas"
10.07,2003,6,"Texas"
9.97,2003,7,"Texas"
9.89,2003,8,"Texas"
9.52,2003,9,"Texas"
8.93,2003,10,"Texas"
8.59,2003,11,"Texas"
8.38,2003,12,"Texas"
8.61,2004,1,"Texas"
8.55,2004,2,"Texas"
8.93,2004,3,"Texas"
9.39,2004,4,"Texas"
9.76,2004,5,"Texas"
10.44,2004,6,"Texas"
10.48,2004,7,"Texas"
10.71,2004,8,"Texas"
10.32,2004,9,"Texas"
9.57,2004,10,"Texas"
9.37,2004,11,"Texas"
9.24,2004,12,"Texas"
9.15,2005,1,"Texas"
9.5,2005,2,"Texas"
10.05,2005,3,"Texas"
10.15,2005,4,"Texas"
10.72,2005,5,"Texas"
11.21,2005,6,"Texas"
11.29,2005,7,"Texas"
11.47,2005,8,"Texas"
11.66,2005,9,"Texas"
11.6,2005,10,"Texas"
11.5,2005,11,"Texas"
11.42,2005,12,"Texas"
11.91,2006,1,"Texas"
12.12,2006,2,"Texas"
12.42,2006,3,"Texas"
12.72,2006,4,"Texas"
12.98,2006,5,"Texas"
13.41,2006,6,"Texas"
13.31,2006,7,"Texas"
13.35,2006,8,"Texas"
13.25,2006,9,"Texas"
13.18,2006,10,"Texas"
12.52,2006,11,"Texas"
11.91,2006,12,"Texas"
12.08,2007,1,"Texas"
11.97,2007,2,"Texas"
12.46,2007,3,"Texas"
12.56,2007,4,"Texas"
12.62,2007,5,"Texas"
12.73,2007,6,"Texas"
12.51,2007,7,"Texas"
12.4,2007,8,"Texas"
12.44,2007,9,"Texas"
12.42,2007,10,"Texas"
12.03,2007,11,"Texas"
11.75,2007,12,"Texas"
11.65,2008,1,"Texas"
11.35,2008,2,"Texas"
11.97,2008,3,"Texas"
12.53,2008,4,"Texas"
12.94,2008,5,"Texas"
13.43,2008,6,"Texas"
14.06,2008,7,"Texas"
13.84,2008,8,"Texas"
13.51,2008,9,"Texas"
13.53,2008,10,"Texas"
13.28,2008,11,"Texas"
13.08,2008,12,"Texas"
12.6,2009,1,"Texas"
12.84,2009,2,"Texas"
12.93,2009,3,"Texas"
12.88,2009,4,"Texas"
12.84,2009,5,"Texas"
12.66,2009,6,"Texas"
12.38,2009,7,"Texas"
12.15,2009,8,"Texas"
12.05,2009,9,"Texas"
11.97,2009,10,"Texas"
12.08,2009,11,"Texas"
11.52,2009,12,"Texas"
11.21,2010,1,"Texas"
11.34,2010,2,"Texas"
11.51,2010,3,"Texas"
12.12,2010,4,"Texas"
11.94,2010,5,"Texas"
11.85,2010,6,"Texas"
11.71,2010,7,"Texas"
11.7,2010,8,"Texas"
11.58,2010,9,"Texas"
11.62,2010,10,"Texas"
11.32,2010,11,"Texas"
11.25,2010,12,"Texas"
10.7,2011,1,"Texas"
10.65,2011,2,"Texas"
11.13,2011,3,"Texas"
11.16,2011,4,"Texas"
11.27,2011,5,"Texas"
11.25,2011,6,"Texas"
11.16,2011,7,"Texas"
11.15,2011,8,"Texas"
11.16,2011,9,"Texas"
11.23,2011,10,"Texas"
11.19,2011,11,"Texas"
10.89,2011,12,"Texas"
10.77,2012,1,"Texas"
11.05,2012,2,"Texas"
11.01,2012,3,"Texas"
11.02,2012,4,"Texas"
10.84,2012,5,"Texas"
10.97,2012,6,"Texas"
10.87,2012,7,"Texas"
10.96,2012,8,"Texas"
11.11,2012,9,"Texas"
11.16,2012,10,"Texas"
11.11,2012,11,"Texas"
10.99,2012,12,"Texas"
10.84,2013,1,"Texas"
11.05,2013,2,"Texas"
11.03,2013,3,"Texas"
11.43,2013,4,"Texas"
11.57,2013,5,"Texas"
11.44,2013,6,"Texas"
11.41,2013,7,"Texas"
11.45,2013,8,"Texas"
11.36,2013,9,"Texas"
11.68,2013,10,"Texas"
11.67,2013,11,"Texas"
11.27,2013,12,"Texas"
11.22,2014,1,"Texas"
11.25,2014,2,"Texas"
11.75,2014,3,"Texas"
12.06,2014,4,"Texas"
11.93,2014,5,"Texas"
12.17,2014,6,"Texas"
12.05,2014,7,"Texas"
12.05,2014,8,"Texas"
12.03,2014,9,"Texas"
12.07,2014,10,"Texas"
11.98,2014,11,"Texas"
11.81,2014,12,"Texas"
11.49,2015,1,"Texas"
11.62,2015,2,"Texas"
11.56,2015,3,"Texas"
12.1,2015,4,"Texas"
12.04,2015,5,"Texas"
11.78,2015,6,"Texas"
11.5,2015,7,"Texas"
11.43,2015,8,"Texas"
11.51,2015,9,"Texas"
11.35,2015,10,"Texas"
11.38,2015,11,"Texas"
11.19,2015,12,"Texas"
10.93,2016,1,"Texas"
11.06,2016,2,"Texas"
11.25,2016,3,"Texas"
11.29,2016,4,"Texas"
11.12,2016,5,"Texas"
10.98,2016,6,"Texas"
10.86,2016,7,"Texas"
10.94,2016,8,"Texas"
11.13,2016,9,"Texas"
6.53,2001,1,"Oklahoma"
6.76,2001,2,"Oklahoma"
7.45,2001,3,"Oklahoma"
7.71,2001,4,"Oklahoma"
7.73,2001,5,"Oklahoma"
8.03,2001,6,"Oklahoma"
7.96,2001,7,"Oklahoma"
8.01,2001,8,"Oklahoma"
7,2001,9,"Oklahoma"
6.66,2001,10,"Oklahoma"
6.15,2001,11,"Oklahoma"
6.02,2001,12,"Oklahoma"
5.65,2002,1,"Oklahoma"
6.04,2002,2,"Oklahoma"
5.96,2002,3,"Oklahoma"
6.18,2002,4,"Oklahoma"
6.69,2002,5,"Oklahoma"
7.51,2002,6,"Oklahoma"
7.41,2002,7,"Oklahoma"
7.1,2002,8,"Oklahoma"
7.37,2002,9,"Oklahoma"
7.1,2002,10,"Oklahoma"
6.53,2002,11,"Oklahoma"
6.14,2002,12,"Oklahoma"
6.08,2003,1,"Oklahoma"
6.55,2003,2,"Oklahoma"
7.5,2003,3,"Oklahoma"
7.69,2003,4,"Oklahoma"
7.88,2003,5,"Oklahoma"
8.54,2003,6,"Oklahoma"
8.4,2003,7,"Oklahoma"
8.36,2003,8,"Oklahoma"
7.95,2003,9,"Oklahoma"
7.43,2003,10,"Oklahoma"
6.63,2003,11,"Oklahoma"
5.75,2003,12,"Oklahoma"
6.37,2004,1,"Oklahoma"
6.62,2004,2,"Oklahoma"
7.32,2004,3,"Oklahoma"
7.93,2004,4,"Oklahoma"
7.49,2004,5,"Oklahoma"
8.75,2004,6,"Oklahoma"
8.59,2004,7,"Oklahoma"
8.36,2004,8,"Oklahoma"
8.27,2004,9,"Oklahoma"
8.14,2004,10,"Oklahoma"
7.09,2004,11,"Oklahoma"
6.82,2004,12,"Oklahoma"
6.28,2005,1,"Oklahoma"
6.86,2005,2,"Oklahoma"
7.24,2005,3,"Oklahoma"
7.59,2005,4,"Oklahoma"
7.57,2005,5,"Oklahoma"
8.28,2005,6,"Oklahoma"
8.15,2005,7,"Oklahoma"
8.36,2005,8,"Oklahoma"
9.31,2005,9,"Oklahoma"
9.12,2005,10,"Oklahoma"
8.25,2005,11,"Oklahoma"
7.46,2005,12,"Oklahoma"
8.76,2006,1,"Oklahoma"
8.59,2006,2,"Oklahoma"
8.2,2006,3,"Oklahoma"
8.85,2006,4,"Oklahoma"
8.27,2006,5,"Oklahoma"
8.64,2006,6,"Oklahoma"
8.58,2006,7,"Oklahoma"
9.1,2006,8,"Oklahoma"
9.85,2006,9,"Oklahoma"
8.79,2006,10,"Oklahoma"
8.02,2006,11,"Oklahoma"
6.46,2006,12,"Oklahoma"
7,2007,1,"Oklahoma"
7.64,2007,2,"Oklahoma"
8.62,2007,3,"Oklahoma"
8.89,2007,4,"Oklahoma"
8.63,2007,5,"Oklahoma"
8.76,2007,6,"Oklahoma"
8.98,2007,7,"Oklahoma"
8.86,2007,8,"Oklahoma"
9.72,2007,9,"Oklahoma"
9.27,2007,10,"Oklahoma"
8.84,2007,11,"Oklahoma"
7.87,2007,12,"Oklahoma"
7.21,2008,1,"Oklahoma"
7.94,2008,2,"Oklahoma"
8.18,2008,3,"Oklahoma"
8.89,2008,4,"Oklahoma"
9.2,2008,5,"Oklahoma"
9.91,2008,6,"Oklahoma"
10.26,2008,7,"Oklahoma"
10.43,2008,8,"Oklahoma"
10.21,2008,9,"Oklahoma"
9.84,2008,10,"Oklahoma"
8.93,2008,11,"Oklahoma"
7.38,2008,12,"Oklahoma"
7.51,2009,1,"Oklahoma"
9.41,2009,2,"Oklahoma"
8.25,2009,3,"Oklahoma"
8.57,2009,4,"Oklahoma"
8.69,2009,5,"Oklahoma"
8.26,2009,6,"Oklahoma"
8.52,2009,7,"Oklahoma"
8.31,2009,8,"Oklahoma"
9.94,2009,9,"Oklahoma"
10.01,2009,10,"Oklahoma"
8.16,2009,11,"Oklahoma"
7.31,2009,12,"Oklahoma"
7.54,2010,1,"Oklahoma"
8.07,2010,2,"Oklahoma"
8.42,2010,3,"Oklahoma"
9.73,2010,4,"Oklahoma"
10.11,2010,5,"Oklahoma"
9.33,2010,6,"Oklahoma"
9.58,2010,7,"Oklahoma"
9.53,2010,8,"Oklahoma"
10.3,2010,9,"Oklahoma"
10.02,2010,10,"Oklahoma"
9.32,2010,11,"Oklahoma"
8.16,2010,12,"Oklahoma"
8.01,2011,1,"Oklahoma"
8.29,2011,2,"Oklahoma"
9.53,2011,3,"Oklahoma"
10.08,2011,4,"Oklahoma"
9.67,2011,5,"Oklahoma"
9.71,2011,6,"Oklahoma"
9.62,2011,7,"Oklahoma"
9.85,2011,8,"Oklahoma"
11.05,2011,9,"Oklahoma"
10.44,2011,10,"Oklahoma"
9.51,2011,11,"Oklahoma"
8.34,2011,12,"Oklahoma"
8.7,2012,1,"Oklahoma"
9.48,2012,2,"Oklahoma"
9.87,2012,3,"Oklahoma"
10.31,2012,4,"Oklahoma"
9.53,2012,5,"Oklahoma"
9.5,2012,6,"Oklahoma"
9.12,2012,7,"Oklahoma"
9.7,2012,8,"Oklahoma"
10.13,2012,9,"Oklahoma"
10.09,2012,10,"Oklahoma"
9.57,2012,11,"Oklahoma"
8.71,2012,12,"Oklahoma"
8.05,2013,1,"Oklahoma"
9.19,2013,2,"Oklahoma"
9.41,2013,3,"Oklahoma"
10.36,2013,4,"Oklahoma"
10.48,2013,5,"Oklahoma"
10.25,2013,6,"Oklahoma"
9.85,2013,7,"Oklahoma"
9.96,2013,8,"Oklahoma"
10.63,2013,9,"Oklahoma"
10.64,2013,10,"Oklahoma"
9.66,2013,11,"Oklahoma"
8.2,2013,12,"Oklahoma"
8.38,2014,1,"Oklahoma"
9.37,2014,2,"Oklahoma"
9.73,2014,3,"Oklahoma"
11.13,2014,4,"Oklahoma"
10.51,2014,5,"Oklahoma"
10.49,2014,6,"Oklahoma"
10.58,2014,7,"Oklahoma"
10.2,2014,8,"Oklahoma"
11.21,2014,9,"Oklahoma"
10.83,2014,10,"Oklahoma"
9.7,2014,11,"Oklahoma"
8.98,2014,12,"Oklahoma"
8.66,2015,1,"Oklahoma"
9.58,2015,2,"Oklahoma"
9.63,2015,3,"Oklahoma"
11.32,2015,4,"Oklahoma"
11.17,2015,5,"Oklahoma"
10.41,2015,6,"Oklahoma"
10.09,2015,7,"Oklahoma"
10.39,2015,8,"Oklahoma"
10.7,2015,9,"Oklahoma"
11.27,2015,10,"Oklahoma"
10.39,2015,11,"Oklahoma"
9.1,2015,12,"Oklahoma"
8.3,2016,1,"Oklahoma"
9.63,2016,2,"Oklahoma"
10.24,2016,3,"Oklahoma"
10.93,2016,4,"Oklahoma"
10.73,2016,5,"Oklahoma"
9.99,2016,6,"Oklahoma"
9.99,2016,7,"Oklahoma"
10.51,2016,8,"Oklahoma"
11.11,2016,9,"Oklahoma"
7.97,2001,1,"Louisiana"
8.52,2001,2,"Louisiana"
9.17,2001,3,"Louisiana"
8.64,2001,4,"Louisiana"
8.33,2001,5,"Louisiana"
8.8,2001,6,"Louisiana"
7.83,2001,7,"Louisiana"
7.56,2001,8,"Louisiana"
7.55,2001,9,"Louisiana"
7.82,2001,10,"Louisiana"
6.59,2001,11,"Louisiana"
6.38,2001,12,"Louisiana"
6.27,2002,1,"Louisiana"
6.42,2002,2,"Louisiana"
6.33,2002,3,"Louisiana"
6.54,2002,4,"Louisiana"
7.1,2002,5,"Louisiana"
7.69,2002,6,"Louisiana"
7.67,2002,7,"Louisiana"
7.46,2002,8,"Louisiana"
7.45,2002,9,"Louisiana"
7.22,2002,10,"Louisiana"
7.11,2002,11,"Louisiana"
7.08,2002,12,"Louisiana"
6.68,2003,1,"Louisiana"
6.59,2003,2,"Louisiana"
7.67,2003,3,"Louisiana"
8,2003,4,"Louisiana"
8.23,2003,5,"Louisiana"
8.3,2003,6,"Louisiana"
8.38,2003,7,"Louisiana"
8.44,2003,8,"Louisiana"
8.41,2003,9,"Louisiana"
8.12,2003,10,"Louisiana"
7.31,2003,11,"Louisiana"
7.12,2003,12,"Louisiana"
7.29,2004,1,"Louisiana"
7.28,2004,2,"Louisiana"
7.65,2004,3,"Louisiana"
7.83,2004,4,"Louisiana"
8.06,2004,5,"Louisiana"
8.23,2004,6,"Louisiana"
8.34,2004,7,"Louisiana"
8.86,2004,8,"Louisiana"
8.52,2004,9,"Louisiana"
8.28,2004,10,"Louisiana"
7.46,2004,11,"Louisiana"
7.98,2004,12,"Louisiana"
7.45,2005,1,"Louisiana"
7.73,2005,2,"Louisiana"
7.81,2005,3,"Louisiana"
7.74,2005,4,"Louisiana"
8.12,2005,5,"Louisiana"
8.86,2005,6,"Louisiana"
9.08,2005,7,"Louisiana"
9.26,2005,8,"Louisiana"
9.28,2005,9,"Louisiana"
9.99,2005,10,"Louisiana"
10.65,2005,11,"Louisiana"
9.74,2005,12,"Louisiana"
8.89,2006,1,"Louisiana"
9.59,2006,2,"Louisiana"
8.67,2006,3,"Louisiana"
8.76,2006,4,"Louisiana"
8.82,2006,5,"Louisiana"
9.09,2006,6,"Louisiana"
9.07,2006,7,"Louisiana"
9.14,2006,8,"Louisiana"
9.7,2006,9,"Louisiana"
10.16,2006,10,"Louisiana"
8.9,2006,11,"Louisiana"
8.42,2006,12,"Louisiana"
8.86,2007,1,"Louisiana"
9.04,2007,2,"Louisiana"
9.13,2007,3,"Louisiana"
9.7,2007,4,"Louisiana"
9.91,2007,5,"Louisiana"
9.5,2007,6,"Louisiana"
9.64,2007,7,"Louisiana"
9.54,2007,8,"Louisiana"
9.24,2007,9,"Louisiana"
9.71,2007,10,"Louisiana"
8.88,2007,11,"Louisiana"
9.19,2007,12,"Louisiana"
8.49,2008,1,"Louisiana"
8.62,2008,2,"Louisiana"
9.44,2008,3,"Louisiana"
9.85,2008,4,"Louisiana"
10.36,2008,5,"Louisiana"
10.38,2008,6,"Louisiana"
11.27,2008,7,"Louisiana"
11.8,2008,8,"Louisiana"
11.27,2008,9,"Louisiana"
10.95,2008,10,"Louisiana"
10.38,2008,11,"Louisiana"
9.28,2008,12,"Louisiana"
8.73,2009,1,"Louisiana"
8.85,2009,2,"Louisiana"
8.65,2009,3,"Louisiana"
8.49,2009,4,"Louisiana"
8.54,2009,5,"Louisiana"
7.64,2009,6,"Louisiana"
7.99,2009,7,"Louisiana"
7.85,2009,8,"Louisiana"
7.92,2009,9,"Louisiana"
7.95,2009,10,"Louisiana"
7.39,2009,11,"Louisiana"
7.6,2009,12,"Louisiana"
8.14,2010,1,"Louisiana"
8.57,2010,2,"Louisiana"
9.23,2010,3,"Louisiana"
9.22,2010,4,"Louisiana"
9.05,2010,5,"Louisiana"
8.86,2010,6,"Louisiana"
9.14,2010,7,"Louisiana"
9.29,2010,8,"Louisiana"
9.53,2010,9,"Louisiana"
9.58,2010,10,"Louisiana"
8.86,2010,11,"Louisiana"
8.19,2010,12,"Louisiana"
7.9,2011,1,"Louisiana"
8.24,2011,2,"Louisiana"
8.83,2011,3,"Louisiana"
8.9,2011,4,"Louisiana"
9.14,2011,5,"Louisiana"
9.47,2011,6,"Louisiana"
9.36,2011,7,"Louisiana"
9.41,2011,8,"Louisiana"
9.49,2011,9,"Louisiana"
9.45,2011,10,"Louisiana"
8.62,2011,11,"Louisiana"
8.18,2011,12,"Louisiana"
8.15,2012,1,"Louisiana"
8.4,2012,2,"Louisiana"
8.4,2012,3,"Louisiana"
8.38,2012,4,"Louisiana"
8.48,2012,5,"Louisiana"
8.01,2012,6,"Louisiana"
8.38,2012,7,"Louisiana"
8.29,2012,8,"Louisiana"
8.56,2012,9,"Louisiana"
8.68,2012,10,"Louisiana"
8.39,2012,11,"Louisiana"
8.47,2012,12,"Louisiana"
8.88,2013,1,"Louisiana"
9.17,2013,2,"Louisiana"
9.19,2013,3,"Louisiana"
9.17,2013,4,"Louisiana"
9.7,2013,5,"Louisiana"
9.7,2013,6,"Louisiana"
9.78,2013,7,"Louisiana"
9.76,2013,8,"Louisiana"
9.72,2013,9,"Louisiana"
9.68,2013,10,"Louisiana"
9.19,2013,11,"Louisiana"
8.76,2013,12,"Louisiana"
8.57,2014,1,"Louisiana"
8.85,2014,2,"Louisiana"
9.26,2014,3,"Louisiana"
10.21,2014,4,"Louisiana"
10.33,2014,5,"Louisiana"
10.11,2014,6,"Louisiana"
10.18,2014,7,"Louisiana"
9.85,2014,8,"Louisiana"
9.82,2014,9,"Louisiana"
9.7,2014,10,"Louisiana"
8.91,2014,11,"Louisiana"
9.25,2014,12,"Louisiana"
8.92,2015,1,"Louisiana"
8.93,2015,2,"Louisiana"
8.93,2015,3,"Louisiana"
9.35,2015,4,"Louisiana"
9.8,2015,5,"Louisiana"
9.38,2015,6,"Louisiana"
9.36,2015,7,"Louisiana"
9.71,2015,8,"Louisiana"
9.72,2015,9,"Louisiana"
9.65,2015,10,"Louisiana"
9.15,2015,11,"Louisiana"
8.81,2015,12,"Louisiana"
8.5,2016,1,"Louisiana"
8.46,2016,2,"Louisiana"
9.13,2016,3,"Louisiana"
9.17,2016,4,"Louisiana"
9.28,2016,5,"Louisiana"
8.96,2016,6,"Louisiana"
9.06,2016,7,"Louisiana"
9.43,2016,8,"Louisiana"
9.52,2016,9,"Louisiana"
6.88,2001,1,"Arkansas"
7.11,2001,2,"Arkansas"
7.42,2001,3,"Arkansas"
8,2001,4,"Arkansas"
8,2001,5,"Arkansas"
8.3,2001,6,"Arkansas"
8.06,2001,7,"Arkansas"
8.11,2001,8,"Arkansas"
8.07,2001,9,"Arkansas"
7.49,2001,10,"Arkansas"
7.5,2001,11,"Arkansas"
7.4,2001,12,"Arkansas"
6.8,2002,1,"Arkansas"
7.03,2002,2,"Arkansas"
7,2002,3,"Arkansas"
7.14,2002,4,"Arkansas"
7.41,2002,5,"Arkansas"
7.8,2002,6,"Arkansas"
7.72,2002,7,"Arkansas"
7.5,2002,8,"Arkansas"
7.59,2002,9,"Arkansas"
6.87,2002,10,"Arkansas"
7.08,2002,11,"Arkansas"
6.69,2002,12,"Arkansas"
6.44,2003,1,"Arkansas"
6.54,2003,2,"Arkansas"
7,2003,3,"Arkansas"
7.28,2003,4,"Arkansas"
7.51,2003,5,"Arkansas"
8.12,2003,6,"Arkansas"
7.84,2003,7,"Arkansas"
7.84,2003,8,"Arkansas"
7.46,2003,9,"Arkansas"
7.02,2003,10,"Arkansas"
6.98,2003,11,"Arkansas"
6.55,2003,12,"Arkansas"
6.51,2004,1,"Arkansas"
6.5,2004,2,"Arkansas"
6.86,2004,3,"Arkansas"
7.43,2004,4,"Arkansas"
7.64,2004,5,"Arkansas"
8,2004,6,"Arkansas"
7.87,2004,7,"Arkansas"
7.96,2004,8,"Arkansas"
7.79,2004,9,"Arkansas"
7.09,2004,10,"Arkansas"
7.46,2004,11,"Arkansas"
6.98,2004,12,"Arkansas"
6.65,2005,1,"Arkansas"
6.86,2005,2,"Arkansas"
7.23,2005,3,"Arkansas"
7.79,2005,4,"Arkansas"
8.01,2005,5,"Arkansas"
8.34,2005,6,"Arkansas"
8.31,2005,7,"Arkansas"
8.48,2005,8,"Arkansas"
8.84,2005,9,"Arkansas"
8.37,2005,10,"Arkansas"
8.37,2005,11,"Arkansas"
8.12,2005,12,"Arkansas"
8.15,2006,1,"Arkansas"
8.08,2006,2,"Arkansas"
8.07,2006,3,"Arkansas"
8.55,2006,4,"Arkansas"
8.69,2006,5,"Arkansas"
8.91,2006,6,"Arkansas"
9.14,2006,7,"Arkansas"
9.77,2006,8,"Arkansas"
9.51,2006,9,"Arkansas"
9.06,2006,10,"Arkansas"
8.94,2006,11,"Arkansas"
8.59,2006,12,"Arkansas"
8.24,2007,1,"Arkansas"
8.12,2007,2,"Arkansas"
8.86,2007,3,"Arkansas"
8.63,2007,4,"Arkansas"
8.52,2007,5,"Arkansas"
8.74,2007,6,"Arkansas"
9.19,2007,7,"Arkansas"
9.09,2007,8,"Arkansas"
9.02,2007,9,"Arkansas"
8.72,2007,10,"Arkansas"
9.04,2007,11,"Arkansas"
8.4,2007,12,"Arkansas"
7.94,2008,1,"Arkansas"
8.1,2008,2,"Arkansas"
8.52,2008,3,"Arkansas"
9.43,2008,4,"Arkansas"
9.71,2008,5,"Arkansas"
10.11,2008,6,"Arkansas"
10.06,2008,7,"Arkansas"
9.79,2008,8,"Arkansas"
10.01,2008,9,"Arkansas"
9.74,2008,10,"Arkansas"
9.42,2008,11,"Arkansas"
8.64,2008,12,"Arkansas"
8.68,2009,1,"Arkansas"
9.04,2009,2,"Arkansas"
9.25,2009,3,"Arkansas"
9.07,2009,4,"Arkansas"
9.23,2009,5,"Arkansas"
9.22,2009,6,"Arkansas"
9.38,2009,7,"Arkansas"
9.43,2009,8,"Arkansas"
9.32,2009,9,"Arkansas"
9.29,2009,10,"Arkansas"
9.1,2009,11,"Arkansas"
8.64,2009,12,"Arkansas"
8.46,2010,1,"Arkansas"
8.56,2010,2,"Arkansas"
8.74,2010,3,"Arkansas"
9.34,2010,4,"Arkansas"
9.41,2010,5,"Arkansas"
9.46,2010,6,"Arkansas"
8.9,2010,7,"Arkansas"
8.89,2010,8,"Arkansas"
8.91,2010,9,"Arkansas"
8.79,2010,10,"Arkansas"
8.93,2010,11,"Arkansas"
8.28,2010,12,"Arkansas"
7.82,2011,1,"Arkansas"
7.89,2011,2,"Arkansas"
8.44,2011,3,"Arkansas"
9.06,2011,4,"Arkansas"
9.34,2011,5,"Arkansas"
9.49,2011,6,"Arkansas"
9.56,2011,7,"Arkansas"
9.61,2011,8,"Arkansas"
9.64,2011,9,"Arkansas"
9.41,2011,10,"Arkansas"
9.29,2011,11,"Arkansas"
8.64,2011,12,"Arkansas"
8.41,2012,1,"Arkansas"
8.68,2012,2,"Arkansas"
8.99,2012,3,"Arkansas"
9.35,2012,4,"Arkansas"
9.14,2012,5,"Arkansas"
9.58,2012,6,"Arkansas"
9.62,2012,7,"Arkansas"
9.69,2012,8,"Arkansas"
9.8,2012,9,"Arkansas"
9.39,2012,10,"Arkansas"
9.46,2012,11,"Arkansas"
9.07,2012,12,"Arkansas"
8.8,2013,1,"Arkansas"
9.08,2013,2,"Arkansas"
9.14,2013,3,"Arkansas"
9.45,2013,4,"Arkansas"
9.95,2013,5,"Arkansas"
10.14,2013,6,"Arkansas"
10.03,2013,7,"Arkansas"
10.06,2013,8,"Arkansas"
10.08,2013,9,"Arkansas"
9.63,2013,10,"Arkansas"
9.75,2013,11,"Arkansas"
8.98,2013,12,"Arkansas"
8.27,2014,1,"Arkansas"
8.45,2014,2,"Arkansas"
9.03,2014,3,"Arkansas"
9.73,2014,4,"Arkansas"
10.06,2014,5,"Arkansas"
10.18,2014,6,"Arkansas"
10.2,2014,7,"Arkansas"
10.04,2014,8,"Arkansas"
10.21,2014,9,"Arkansas"
9.87,2014,10,"Arkansas"
9.72,2014,11,"Arkansas"
9.09,2014,12,"Arkansas"
8.71,2015,1,"Arkansas"
9.07,2015,2,"Arkansas"
9,2015,3,"Arkansas"
10.07,2015,4,"Arkansas"
10.24,2015,5,"Arkansas"
10.34,2015,6,"Arkansas"
10.36,2015,7,"Arkansas"
10.37,2015,8,"Arkansas"
10.49,2015,9,"Arkansas"
